annotation_id,id,ab_path,file_name
55,1719,/data/local-files/?d=Documents/dev2/labeling/135.jpg,135.jpg
56,1720,/data/local-files/?d=Documents/dev2/labeling/136.jpg,136.jpg
57,1721,/data/local-files/?d=Documents/dev2/labeling/137.jpg,137.jpg
58,1722,/data/local-files/?d=Documents/dev2/labeling/138.jpg,138.jpg
59,1723,/data/local-files/?d=Documents/dev2/labeling/139.jpg,139.jpg
60,1724,/data/local-files/?d=Documents/dev2/labeling/14.jpg,14.jpg
61,1725,/data/local-files/?d=Documents/dev2/labeling/140.jpg,140.jpg
62,1726,/data/local-files/?d=Documents/dev2/labeling/141.jpg,141.jpg
63,1727,/data/local-files/?d=Documents/dev2/labeling/142.jpg,142.jpg
64,1728,/data/local-files/?d=Documents/dev2/labeling/143.jpg,143.jpg
65,1729,/data/local-files/?d=Documents/dev2/labeling/144.jpg,144.jpg
66,1730,/data/local-files/?d=Documents/dev2/labeling/145.jpg,145.jpg
67,1731,/data/local-files/?d=Documents/dev2/labeling/146.jpg,146.jpg
68,1732,/data/local-files/?d=Documents/dev2/labeling/147.jpg,147.jpg
69,1733,/data/local-files/?d=Documents/dev2/labeling/148.jpg,148.jpg
70,1734,/data/local-files/?d=Documents/dev2/labeling/149.jpg,149.jpg
71,1735,/data/local-files/?d=Documents/dev2/labeling/15.jpg,15.jpg
72,1736,/data/local-files/?d=Documents/dev2/labeling/150.jpg,150.jpg
73,1737,/data/local-files/?d=Documents/dev2/labeling/151.jpg,151.jpg
74,1738,/data/local-files/?d=Documents/dev2/labeling/152.jpg,152.jpg
75,1739,/data/local-files/?d=Documents/dev2/labeling/153.jpg,153.jpg
76,1740,/data/local-files/?d=Documents/dev2/labeling/154.jpg,154.jpg
77,1741,/data/local-files/?d=Documents/dev2/labeling/155.jpg,155.jpg
78,1742,/data/local-files/?d=Documents/dev2/labeling/156.jpg,156.jpg
79,1743,/data/local-files/?d=Documents/dev2/labeling/157.jpg,157.jpg
80,1744,/data/local-files/?d=Documents/dev2/labeling/158.jpg,158.jpg
81,1745,/data/local-files/?d=Documents/dev2/labeling/159.jpg,159.jpg
82,1746,/data/local-files/?d=Documents/dev2/labeling/16.jpg,16.jpg
83,1747,/data/local-files/?d=Documents/dev2/labeling/160.jpg,160.jpg
84,1748,/data/local-files/?d=Documents/dev2/labeling/161.jpg,161.jpg
85,1749,/data/local-files/?d=Documents/dev2/labeling/162.jpg,162.jpg
86,1750,/data/local-files/?d=Documents/dev2/labeling/163.jpg,163.jpg
87,1751,/data/local-files/?d=Documents/dev2/labeling/164.jpg,164.jpg
88,1752,/data/local-files/?d=Documents/dev2/labeling/165.jpg,165.jpg
89,1753,/data/local-files/?d=Documents/dev2/labeling/166.jpg,166.jpg
90,1754,/data/local-files/?d=Documents/dev2/labeling/167.jpg,167.jpg
91,1755,/data/local-files/?d=Documents/dev2/labeling/168.jpg,168.jpg
92,1756,/data/local-files/?d=Documents/dev2/labeling/169.jpg,169.jpg
93,1757,/data/local-files/?d=Documents/dev2/labeling/17.jpg,17.jpg
94,1758,/data/local-files/?d=Documents/dev2/labeling/170.jpg,170.jpg
95,1759,/data/local-files/?d=Documents/dev2/labeling/171.jpg,171.jpg
96,1760,/data/local-files/?d=Documents/dev2/labeling/172.jpg,172.jpg
97,1761,/data/local-files/?d=Documents/dev2/labeling/173.jpg,173.jpg
98,1762,/data/local-files/?d=Documents/dev2/labeling/174.jpg,174.jpg
99,1763,/data/local-files/?d=Documents/dev2/labeling/175.jpg,175.jpg
100,1764,/data/local-files/?d=Documents/dev2/labeling/176.jpg,176.jpg
101,1765,/data/local-files/?d=Documents/dev2/labeling/177.jpg,177.jpg
102,1766,/data/local-files/?d=Documents/dev2/labeling/178.jpg,178.jpg
103,1767,/data/local-files/?d=Documents/dev2/labeling/179.jpg,179.jpg
104,1768,/data/local-files/?d=Documents/dev2/labeling/18.jpg,18.jpg
105,1769,/data/local-files/?d=Documents/dev2/labeling/180.jpg,180.jpg
106,1770,/data/local-files/?d=Documents/dev2/labeling/181.jpg,181.jpg
107,1771,/data/local-files/?d=Documents/dev2/labeling/182.jpg,182.jpg
108,1772,/data/local-files/?d=Documents/dev2/labeling/183.jpg,183.jpg
109,1773,/data/local-files/?d=Documents/dev2/labeling/184.jpg,184.jpg
110,1774,/data/local-files/?d=Documents/dev2/labeling/185.jpg,185.jpg
111,1775,/data/local-files/?d=Documents/dev2/labeling/186.jpg,186.jpg
112,1776,/data/local-files/?d=Documents/dev2/labeling/187.jpg,187.jpg
113,1777,/data/local-files/?d=Documents/dev2/labeling/188.jpg,188.jpg
114,1778,/data/local-files/?d=Documents/dev2/labeling/189.jpg,189.jpg
115,1779,/data/local-files/?d=Documents/dev2/labeling/19.jpg,19.jpg
116,1780,/data/local-files/?d=Documents/dev2/labeling/190.jpg,190.jpg
117,1781,/data/local-files/?d=Documents/dev2/labeling/191.jpg,191.jpg
118,1782,/data/local-files/?d=Documents/dev2/labeling/192.jpg,192.jpg
119,1783,/data/local-files/?d=Documents/dev2/labeling/193.jpg,193.jpg
120,1784,/data/local-files/?d=Documents/dev2/labeling/194.jpg,194.jpg
121,1785,/data/local-files/?d=Documents/dev2/labeling/195.jpg,195.jpg
122,1786,/data/local-files/?d=Documents/dev2/labeling/196.jpg,196.jpg
123,1787,/data/local-files/?d=Documents/dev2/labeling/197.jpg,197.jpg
124,1788,/data/local-files/?d=Documents/dev2/labeling/198.jpg,198.jpg
125,1789,/data/local-files/?d=Documents/dev2/labeling/199.jpg,199.jpg
126,1790,/data/local-files/?d=Documents/dev2/labeling/2.jpg,2.jpg
127,1791,/data/local-files/?d=Documents/dev2/labeling/20.jpg,20.jpg
128,1792,/data/local-files/?d=Documents/dev2/labeling/200.jpg,200.jpg
129,1793,/data/local-files/?d=Documents/dev2/labeling/201.jpg,201.jpg
130,1794,/data/local-files/?d=Documents/dev2/labeling/202.jpg,202.jpg
131,1795,/data/local-files/?d=Documents/dev2/labeling/203.jpg,203.jpg
132,1796,/data/local-files/?d=Documents/dev2/labeling/204.jpg,204.jpg
133,1797,/data/local-files/?d=Documents/dev2/labeling/205.jpg,205.jpg
134,1798,/data/local-files/?d=Documents/dev2/labeling/206.jpg,206.jpg
135,1799,/data/local-files/?d=Documents/dev2/labeling/207.jpg,207.jpg
136,1800,/data/local-files/?d=Documents/dev2/labeling/208.jpg,208.jpg
137,1801,/data/local-files/?d=Documents/dev2/labeling/209.jpg,209.jpg
138,1802,/data/local-files/?d=Documents/dev2/labeling/21.jpg,21.jpg
139,1803,/data/local-files/?d=Documents/dev2/labeling/210.jpg,210.jpg
140,1804,/data/local-files/?d=Documents/dev2/labeling/211.jpg,211.jpg
141,1805,/data/local-files/?d=Documents/dev2/labeling/212.jpg,212.jpg
142,1806,/data/local-files/?d=Documents/dev2/labeling/213.jpg,213.jpg
143,1807,/data/local-files/?d=Documents/dev2/labeling/214.jpg,214.jpg
144,1808,/data/local-files/?d=Documents/dev2/labeling/215.jpg,215.jpg
145,1809,/data/local-files/?d=Documents/dev2/labeling/216.jpg,216.jpg
146,1810,/data/local-files/?d=Documents/dev2/labeling/217.jpg,217.jpg
147,1811,/data/local-files/?d=Documents/dev2/labeling/218.jpg,218.jpg
148,1812,/data/local-files/?d=Documents/dev2/labeling/219.jpg,219.jpg
149,1813,/data/local-files/?d=Documents/dev2/labeling/22.jpg,22.jpg
150,1814,/data/local-files/?d=Documents/dev2/labeling/220.jpg,220.jpg
151,1815,/data/local-files/?d=Documents/dev2/labeling/221.jpg,221.jpg
152,1816,/data/local-files/?d=Documents/dev2/labeling/222.jpg,222.jpg
153,1817,/data/local-files/?d=Documents/dev2/labeling/223.jpg,223.jpg
154,1818,/data/local-files/?d=Documents/dev2/labeling/224.jpg,224.jpg
155,1819,/data/local-files/?d=Documents/dev2/labeling/225.jpg,225.jpg
156,1820,/data/local-files/?d=Documents/dev2/labeling/226.jpg,226.jpg
157,1821,/data/local-files/?d=Documents/dev2/labeling/227.jpg,227.jpg
158,1822,/data/local-files/?d=Documents/dev2/labeling/228.jpg,228.jpg
159,1823,/data/local-files/?d=Documents/dev2/labeling/229.jpg,229.jpg
160,1824,/data/local-files/?d=Documents/dev2/labeling/23.jpg,23.jpg
161,1825,/data/local-files/?d=Documents/dev2/labeling/230.jpg,230.jpg
162,1826,/data/local-files/?d=Documents/dev2/labeling/231.jpg,231.jpg
163,1827,/data/local-files/?d=Documents/dev2/labeling/232.jpg,232.jpg
164,1828,/data/local-files/?d=Documents/dev2/labeling/233.jpg,233.jpg
165,1829,/data/local-files/?d=Documents/dev2/labeling/234.jpg,234.jpg
166,1830,/data/local-files/?d=Documents/dev2/labeling/235.jpg,235.jpg
167,1831,/data/local-files/?d=Documents/dev2/labeling/236.jpg,236.jpg
168,1832,/data/local-files/?d=Documents/dev2/labeling/237.jpg,237.jpg
169,1833,/data/local-files/?d=Documents/dev2/labeling/238.jpg,238.jpg
170,1834,/data/local-files/?d=Documents/dev2/labeling/239.jpg,239.jpg
171,1835,/data/local-files/?d=Documents/dev2/labeling/24.jpg,24.jpg
172,1836,/data/local-files/?d=Documents/dev2/labeling/240.jpg,240.jpg
